Dataset: ;Last updated: ;Time frequency;Tenure status;Unit of measure;Time;HHCOMP (Labels);Region;Year;Value
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Saarland;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Saarland;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Saarland;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Saarland;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Saarland;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Saarland;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Saarland;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Dresden;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Chemnitz;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Leipzig;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Sachsen-Anhalt;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Schleswig-Holstein;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Thüringen;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 1;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of lone father with at least one resident child 25 years or older;0
