WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),PM25 temporal coverage (%),PM10 temporal coverage (%),NO2 temporal coverage (%),Reference,Number and type of monitoring stations,Version of the database,Status
European Region,DEU,Germany,Sonnenbuhl,2019,6.65,9.95,6.32,,,97.9109589,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spessart,2010,,,9.11,,,99.703,European Environment Agency (downloaded in 2021),1 rural,2022,
European Region,DEU,Germany,Speyer,2010,,22.69,35.2,,99.749,95.114,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Speyer,2014,13.75,,30.9,,,95.39954338,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Speyer,2015,14.38,,31.55,,,95.17123288,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Speyer,2016,13.19,,26.47,,,92.07650273,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Speyer,2017,12.96,,27.2,,,99.56621005,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Speyer,2018,13.37,,27.65,,,94.36073059,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Speyer,2019,11.62,,27.92,,,99.6347032,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spremberg,2010,,24.99,15.27,,99.886,97.226,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Spremberg,2013,,20.98,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spremberg,2014,16.67,20.86,9.76,,,98.59589041,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spremberg,2015,13.22,19.23,11.49,,,99.93150685,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spremberg,2016,14.57,19.1,11.42,,,99.92030965,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spremberg,2017,15.64,18.58,9.48,,,99.07534247,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spremberg,2018,15.45,20.39,10.4,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Spremberg,2019,11.75,17.65,8.59,,,99.8630137,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stadtmitte,2013,,,33.75,,,98.90410959,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stechlin,2013,10.06,13.73,4.35,,,92.44292237,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stechlin,2014,13.13,16.97,5.1,,,93.78995434,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stechlin,2015,9.97,13.72,4.61,,,92.1803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stechlin,2016,10.65,13.36,5.47,,,85.43943534,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stechlin,2017,9.42,12.87,4.25,,,93.73287671,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stechlin,2018,11.33,13.87,4.47,,,92.73972603,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stechlin,2019,9.12,12.72,3.89,,,94.26940639,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Steinheim An Der Murr,2015,,,53.0,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Steinheim An Der Murr,2018,,,36.79,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stendal,2010,,23.36,18.53,,92.192,92.648,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Stendal,2014,,19.33,11.41,,,99.22374429,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stendal,2015,,16.44,11.34,,,99.22374429,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stendal,2016,,16.53,11.37,,,99.46493625,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stendal,2017,,15.08,10.46,,,98.77853881,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stendal,2018,,15.64,10.97,,,98.64155251,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stendal,2019,,13.98,10.26,,,98.81278539,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stolberg (Rheinland),2017,,15.94,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stolberg (Rheinland),2018,,16.81,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stolberg (Rheinland),2019,,14.75,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stralsund,2013,,17.39,19.5,,,95.57077626,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stralsund,2014,,21.44,19.31,,,95.65068493,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stralsund,2015,,18.54,18.32,,,95.71917808,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stralsund,2016,,16.98,20.45,,,95.6284153,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stralsund,2017,,19.01,17.92,,,95.68493151,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stralsund,2018,,18.4,18.85,,,95.68493151,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stralsund,2019,11.52,17.88,17.41,,,94.21232877,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Straße Des Friedens,2013,,,38.84,,,94.52054795,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Straße Des Friedens,2014,,,34.78,,,96.71232877,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Straße Des Friedens,2015,,,35.06,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Straße Des Friedens,2016,,,34.25,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Straße Des Friedens,2017,,,33.81,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Straße Des Friedens,2018,,,34.29,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Straße Des Friedens,2019,,,27.98,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stuttgart,2010,20.98,28.75,67.27,97.1686666666666,99.4035,95.201,European Environment Agency (downloaded in 2021),16 urban,2022,
European Region,DEU,Germany,Stuttgart,2013,17.21,27.54,51.64,,95.61643836,95.61643836,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stuttgart,2014,14.99,25.68,61.48,,100.0,98.200913242,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stuttgart,2015,14.82,25.92,61.38,,,98.280821916,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stuttgart,2016,14.51,24.85,58.81,,,98.306010928,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stuttgart,2017,13.84,23.79,54.5,,,97.477168948,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stuttgart,2018,12.57,22.8,49.63,,,98.25570776,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Stuttgart,2019,11.43,21.09,41.54,,,97.630136988,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sud,2019,,,37.46,,,99.62328767,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudharz,2015,,15.42,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudharz,2016,,15.01,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudharz,2017,,14.29,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudharz,2018,,16.03,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudharz,2019,,13.07,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudstadt-Bult,2013,,,52.66,,,98.90410959,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudstadt-Bult,2014,,,53.8,,,94.52054795,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudstadt-Bult,2015,,,54.29,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudstadt-Bult,2016,,,51.66,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudstadt-Bult,2017,,,47.72,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudstadt-Bult,2018,,,44.57,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sudstadt-Bult,2019,,,39.85,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Suhl,2010,,18.88,32.84,,98.311,96.301,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Suhl,2013,,17.18,34.45,,,99.82305936,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Suhl,2014,,14.73,33.89,,,98.453196345,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Suhl,2015,,15.75,32.73,,,99.828767125,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Suhl,2016,,14.16,31.92,,,99.869080145,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Suhl,2017,,13.89,31.55,,,99.880136985,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Suhl,2018,,15.08,28.31,,,95.02283105,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Suhl,2019,,13.4,25.47,,,95.507990865,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach-Rosenberg,2010,,23.5,,,99.635,,European Environment Agency (downloaded in 2021),1 suburban,2022,
European Region,DEU,Germany,Sulzbach-Rosenberg,2014,,19.88,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach-Rosenberg,2015,,17.76,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach-Rosenberg,2016,,15.23,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach-Rosenberg,2017,,17.17,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach-Rosenberg,2018,,18.43,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach-Rosenberg,2019,,14.89,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach/Saar,2010,,,22.51,,,99.247,European Environment Agency (downloaded in 2021),1 urban,2022,
European Region,DEU,Germany,Sulzbach/Saar,2013,,,24.64,,,99.71461187,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach/Saar,2014,,,22.14,,,99.74885845,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach/Saar,2015,,,21.35,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sulzbach/Saar,2016,,,20.2,,,99.30555556,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sylt,2013,,17.87,5.36,,,91.16438356,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sylt,2014,,20.28,6.59,,,94.94292237,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sylt,2015,,18.65,5.43,,,94.76027397,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sylt,2016,,14.77,5.43,,,90.19808743,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sylt,2017,,13.89,5.12,,,75.71917808,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sylt,2018,,15.58,5.47,,,88.02511416,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Sylt,2019,,16.09,5.1,,,98.40182648,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tauberbischofsheim,2010,,18.82,14.83,,99.0295,95.263,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Tauberbischofsheim,2013,,16.43,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tauberbischofsheim,2014,,17.77,13.62,,,97.2260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tauberbischofsheim,2015,,16.34,14.17,,,97.70547945,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tauberbischofsheim,2016,,15.73,13.3,,,98.04189435,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tauberbischofsheim,2017,,15.18,13.7,,,97.57990868,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tauberbischofsheim,2018,,15.62,12.33,,,97.94520548,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tauberbischofsheim,2019,,13.19,13.39,,,97.39726027,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Theodor-Tantzen-Platz,2017,,,18.0,,,95.34246575,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tiefenbach,2010,,14.5,13.17,,99.669,93.162,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Tiefenbach,2014,,12.35,7.68,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tiefenbach,2015,8.87,11.66,6.14,,,98.72146119,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tiefenbach,2016,7.98,10.21,6.78,,,99.73816029,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tiefenbach,2017,8.04,10.76,6.55,,,99.8173516,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tiefenbach,2018,9.94,12.98,5.74,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tiefenbach,2019,7.79,10.2,5.91,,,99.60045662,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Titz,2013,,23.69,21.6,,,94.6347032,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Titz,2014,,20.51,19.26,,,93.12785388,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Titz,2015,,20.64,18.83,,,93.92694064,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Titz,2016,,19.85,19.19,,,93.24908925,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Titz,2017,,20.06,18.5,,,96.01598174,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Titz,2018,,21.84,18.66,,,93.17351598,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Titz,2019,,18.4,15.88,,,91.26712329,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trattendorf,2010,,26.33,10.05,,81.119,81.758,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Trier,2010,16.62,22.75,38.93,99.658,82.215,94.2295,European Environment Agency (downloaded in 2021),4 urban,2022,
European Region,DEU,Germany,Trier,2013,14.53,,35.74,,,95.188356165,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trier,2014,11.94,20.02,26.5,,,91.729452055,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trier,2015,13.67,19.28,26.77,,,94.811643835,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trier,2016,12.68,18.05,24.62,,,96.647313295,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trier,2017,12.46,17.59,24.15,,,99.64041096,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trier,2018,12.78,17.87,30.1,,,99.6080669733333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trier,2019,11.09,16.35,26.09,,,99.4216133966666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trostberg,2010,,21.55,22.22,,98.801,99.943,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Trostberg,2013,14.04,19.16,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trostberg,2014,12.08,14.48,17.43,,,97.9109589,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trostberg,2015,12.23,16.31,18.54,,,99.9543379,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trostberg,2016,11.14,14.8,16.83,,,99.89754098,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trostberg,2017,11.99,15.86,17.62,,,99.89726027,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trostberg,2018,12.76,16.91,16.56,,,94.74885845,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Trostberg,2019,10.24,14.66,17.33,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tubingen,2010,,25.5,51.23,,99.21225,95.32,European Environment Agency (downloaded in 2021),"1 rural, 3 suburban, 2 urban",2022,
European Region,DEU,Germany,Tubingen,2013,13.64,22.26,46.27,,96.43835616,96.43835616,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tubingen,2014,11.17,18.67,40.52,,100.0,98.65677321,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tubingen,2015,12.09,19.4,33.47,,100.0,99.03538813,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tubingen,2016,11.06,19.88,37.16,,99.18032787,97.8066180933333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tubingen,2017,11.13,18.45,35.76,,96.16438356,97.3820395733333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tubingen,2018,11.11,19.29,33.77,,100.0,98.5768645333333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Tubingen,2019,9.71,18.02,29.23,,,98.00799087,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Ulm,2010,,26.8,28.43,,99.86025,95.308,European Environment Agency (downloaded in 2021),5 urban,2022,
European Region,DEU,Germany,Ulm,2013,14.63,24.67,53.85,,100.0,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Ulm,2014,12.4,20.67,42.28,,100.0,99.3455098933333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Ulm,2015,13.19,20.04,28.89,,,98.07077626,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Ulm,2016,11.52,17.79,28.03,,,97.93943534,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Ulm,2017,11.99,17.46,33.79,,,93.08219178,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Ulm,2018,11.93,17.58,35.0,,,99.3302891933333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Ulm,2019,10.18,15.32,31.09,,,98.989726025,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Unna,2010,18.5,,24.71,97.683,,92.409,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Unna,2013,16.02,,21.29,,,94.8630137,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Unna,2014,13.95,,20.95,,,95.74200913,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Unna,2015,13.01,,20.96,,,96.62100457,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Unna,2016,12.2,,22.26,,,95.90163934,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Unna,2017,12.47,,20.98,,,96.02739726,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Unna,2018,12.36,,19.57,,,89.85159817,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Unna,2019,10.59,,17.94,,,95.46803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Urbach,2013,,,32.96,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2010,,17.47,16.45,,98.516,95.753,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2013,,14.88,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2014,,14.01,13.16,,,97.6369863,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2015,,15.31,15.15,,,97.99086758,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2016,,13.75,14.08,,,96.41393443,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2017,,13.62,13.41,,,96.80365297,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2018,,14.1,14.32,,,97.85388128,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Villingen-Schwenningen,2019,,12.61,14.16,,,97.8652968,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Volklingen,2010,,18.34,19.94,,99.795,99.989,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Volklingen,2013,,17.28,21.13,,,99.93150685,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Volklingen,2014,,15.63,19.81,,,99.89726027,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Volklingen,2015,,16.15,19.58,,,99.94292237,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Volklingen,2016,,14.26,19.69,,,99.88615665,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Volklingen,2017,,14.91,18.79,,,98.12785388,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Volklingen,2018,,16.03,17.94,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Volklingen,2019,,14.87,17.65,,,99.98858447,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Waiblingen,2010,,21.88,27.02,,96.986,95.4,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Waldshut,2010,,19.01,23.89,,99.8915,95.696,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Walsrode,2010,,20.45,14.12,,98.048,95.616,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Walsrode,2013,,17.17,14.47,,,95.15981735,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walsrode,2014,,19.04,14.08,,,96.08447489,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walsrode,2015,,17.41,13.07,,,95.71917808,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walsrode,2016,,16.29,13.42,,,96.11794171,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walsrode,2017,,16.84,12.44,,,95.30821918,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walsrode,2018,,17.17,12.22,,,95.50228311,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walsrode,2019,,14.95,11.2,,,95.81050228,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walzbachtal,2010,,29.33,,,99.452,,European Environment Agency (downloaded in 2021),1 suburban,2022,
European Region,DEU,Germany,Walzbachtal,2013,,23.71,46.72,,100.0,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walzbachtal,2014,,,46.14,,,98.63013699,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walzbachtal,2015,,,45.79,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walzbachtal,2016,,,42.33,,,99.45355191,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Walzbachtal,2017,,,41.63,,,96.16438356,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Warstein,2010,,25.26,16.06,,92.911,95.502,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Warstein,2013,15.83,,13.97,,,95.37671233,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Warstein,2014,13.87,22.36,12.1,,,95.43378995,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Warstein,2015,12.8,22.08,11.92,,,95.86757991,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Warstein,2016,11.42,21.19,12.23,,,95.96994536,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Warstein,2017,11.64,19.71,11.67,,,95.66210046,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Warstein,2018,11.66,21.41,10.87,,,95.20547945,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Warstein,2019,9.4,17.69,9.01,,,93.51598174,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wascheid,2010,,11.1,9.59,,96.267,95.194,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Wasserkuppe,2010,,10.84,7.04,,90.126,99.589,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Weiden I.d.opf.,2010,,22.63,26.56,,99.783,99.966,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Weiden In Der Oberpfalz,2013,14.74,,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weiden In Der Oberpfalz,2014,13.9,,28.38,,,99.6347032,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weiden In Der Oberpfalz,2015,13.43,,24.74,,,99.98858447,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weiden In Der Oberpfalz,2016,11.7,,24.75,,,99.32832423,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weiden In Der Oberpfalz,2017,11.73,,24.62,,,99.93150685,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weiden In Der Oberpfalz,2018,13.16,,24.14,,,99.89726027,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weiden In Der Oberpfalz,2019,10.71,,22.8,,,99.80593607,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weil Am Rhein,2010,,19.75,18.95,,98.305,95.034,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Weil Am Rhein,2013,13.8,17.59,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weil Am Rhein,2014,10.78,15.18,15.76,,,97.38584475,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weil Am Rhein,2015,12.32,17.09,17.99,,,97.97945205,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weil Am Rhein,2016,10.88,15.46,17.21,,,98.11020036,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weil Am Rhein,2017,10.37,14.57,28.89,,,98.85844749,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weil Am Rhein,2018,10.83,13.7,17.57,,,97.87671233,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weil Am Rhein,2019,9.03,12.05,16.77,,,97.93378995,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weimar,2010,,26.78,28.51,,96.7466666666666,96.712,European Environment Agency (downloaded in 2021),5 urban,2022,
